Truck ID,Component Description,Category Group,Installation Date,Age (Days),Current Health (%),Projected 50% Date
30005756,ACEITE HIDRAULICO,CLUSTER_4,2026-02-10,120,20.4,2026-03-02
30005756,ACEITE PARA DIESEL,CLUSTER_4,2026-02-10,120,20.4,2026-03-02
30005756,FILTRO DE ACEITE,CLUSTER_4,2026-02-10,120,20.4,2026-03-02
30005756,FILTRO DE AIRE MOTOR,CLUSTER_4,2026-02-10,120,20.4,2026-03-02
30005756,FILTRO DE AIRE PRIMARIO,CLUSTER_4,2026-02-10,120,20.4,2026-03-02
30005756,FILTRO DE DIESEL,CLUSTER_4,2026-02-10,120,20.4,2026-03-02
30005756,FILTRO SEPARADOR,CLUSTER_4,2026-02-10,120,20.4,2026-03-02
30005756,LLAVE DE AGUA 3/4,CLUSTER_4,2026-02-06,124,20.4,2026-02-26
30005758,ACEITE PARA DIESEL,CLUSTER_4,2026-02-10,120,20.4,2026-03-02
30005758,FILTRO DE ACEITE,CLUSTER_4,2026-02-10,120,20.4,2026-03-02
30005758,FILTRO DE AIRE MOTOR,CLUSTER_4,2026-02-10,120,20.4,2026-03-02
30005758,FILTRO DE AIRE PRIMARIO,CLUSTER_4,2026-02-10,120,20.4,2026-03-02
30005758,FILTRO DE DIESEL,CLUSTER_4,2026-02-10,120,20.4,2026-03-02
30005758,FILTRO SEPARADOR,CLUSTER_4,2026-02-10,120,20.4,2026-03-02
30005760,ABRAZADERA TORQUE CONSTANTE CT300L 2 1/2,CLUSTER_4,2026-02-09,121,20.4,2026-03-01
30005760,BANDERAZO,CLUSTER_4,2026-02-09,121,20.4,2026-03-01
30005760,"CINTILLO 120 LBS 15.25"" NEGRO",CLUSTER_4,2026-02-09,121,20.4,2026-03-01
30005760,CINTILLO 50 LBS 8 NEGRO,CLUSTER_4,2026-02-09,121,20.4,2026-03-01
30005760,KMS ADICIONALES DE SERVICIO EN CARRETERA,CLUSTER_4,2026-02-09,121,20.4,2026-03-01
30005760,MANGUERA SILICÓN P/ RAD 2-1/2 ROJA Y AZU,CLUSTER_4,2026-02-09,121,20.4,2026-03-01
30005760,"MANGUERA SUPERIOR DE RADIADOR 2-1/2"" X 8",CLUSTER_4,2026-02-09,121,20.4,2026-03-01
30005765,ACEITE DE MOTOR,CLUSTER_4,2026-02-08,122,20.4,2026-02-28
30005765,ACEITE HIDRAULICO,CLUSTER_4,2026-02-08,122,20.4,2026-02-28
30006170,SERVICIO DE MANTENIMENTO PREVENTIVO A CA,CLUSTER_4,2025-10-06,247,20.4,2025-11-05
30006611,CABLE AUTOMOTRIZ METRO,CLUSTER_4,2026-02-09,121,20.4,2026-03-01
30006611,CINTA AISLANTE TEMPLEX 20401215 165 NEGR,CLUSTER_4,2026-02-09,121,20.4,2026-03-01
30006611,"CINTILLO 120 LBS 15.25"" NEGRO",CLUSTER_4,2026-02-09,121,20.4,2026-03-01
30006611,"CORRUGADO 1/4""",CLUSTER_4,2026-02-09,121,20.4,2026-03-01
30007038,SERVICIO RESCATE GRUA  AUTOMOTRIZ / ARRA,CLUSTER_4,2025-12-31,161,20.4,2026-01-15
30007044,CABLE AUTOMOTRIZ METRO,CLUSTER_4,2026-02-09,121,20.4,2026-03-01
30007044,FARO DE TRABAJO,CLUSTER_4,2026-02-09,121,20.4,2026-03-01
30009418,SERVICIO RESCATE GRUA  AUTOMOTRIZ / ARRA,CLUSTER_4,2026-01-05,156,20.4,2026-01-20
30011788,BRIDA 660-00704,CLUSTER_18,2025-12-23,169,20.4,2026-01-27
30011788,FLECHA BOMBA 17PUL 660.00717,CLUSTER_18,2025-12-23,169,20.4,2026-01-27
30011788,SILICON TRANSPARENTE TF 701-A,CLUSTER_18,2025-12-23,169,20.4,2026-01-27
30012513,VALVULA BOLA 1PUL CIERRE RAPIDO,CLUSTER_18,2025-12-23,169,20.4,2026-01-27
30011940,ACUMULADOR 12V 860AMP 4DLT 8C-3622,CLUSTER_18,2025-12-20,172,20.3,2026-01-24
30004423,SERVICIO RESCATE GRUA  AUTOMOTRIZ / ARRA,CLUSTER_4,2025-10-02,251,20.2,2025-11-01
30012604,LLANTA 315/80R22.5ADC53 MIXTO TRACCION,CLUSTER_18,2025-12-05,187,20.1,2026-01-04
30012606,LLANTA 385/65 R22.5 AM15,CLUSTER_18,2025-12-04,188,20.1,2026-01-03
30009422,SERVICIO RESCATE GRUA  AUTOMOTRIZ / ARRA,CLUSTER_4,2025-12-18,174,20.0,2026-01-02
30012249,LLANTA 315/80R22.5ADC53 MIXTO TRACCION,CLUSTER_18,2025-10-31,222,20.0,2025-11-30
30012603,CRUCETA MIXTA 660-127510,CLUSTER_18,2025-11-28,194,20.0,2025-12-28
30004441,CONECTORES DE AIRE,CLUSTER_4,2025-09-23,260,19.9,2025-10-23
30011790,VALVULA BOLA 1 1/4PUL CIERRE RAPIDO,CLUSTER_18,2025-12-10,182,19.9,2026-01-14
30011791,FILTRO ZFGLF680,CLUSTER_18,2025-12-11,181,19.9,2026-01-15
30011941,LLANTA 385/65 R22.5 AM15,CLUSTER_18,2025-12-11,181,19.9,2026-01-15
30012224,BROCHA P/PINTAR 2PUL,CLUSTER_18,2025-10-20,233,19.9,2025-11-19
30012224,KEY RESTAURADADOR DE VINIL 1,CLUSTER_18,2025-10-20,233,19.9,2025-11-19
30012331,VALVULA SEGURIDAD 90PSI 9889K,CLUSTER_18,2025-10-23,230,19.9,2025-11-22
30012484,RODAMIENTO P/OLLA 220-1504440,CLUSTER_18,2025-12-11,181,19.9,2026-01-15
30012489,TERMOSTATO P/ENFRIADOR 060.106579.180,CLUSTER_18,2025-12-11,181,19.9,2026-01-15
30012512,CRUZETA 660-00760,CLUSTER_18,2025-12-10,182,19.9,2026-01-14
30012516,VALVULA BOLA 1 1/4PUL CIERRE RAPIDO,CLUSTER_18,2025-12-11,181,19.9,2026-01-15
30004325,SERVICIO RESCATE GRUA  AUTOMOTRIZ / ARRA,CLUSTER_4,2025-12-02,190,19.8,2025-12-22
30004390,FILTRO DE ACEITE,CLUSTER_4,2025-09-15,268,19.8,2025-10-15
30004390,LLAVE DE AGUA 3/4,CLUSTER_4,2025-09-15,268,19.8,2025-10-15
30004392,"CINTILLO 120 LBS 15.25"" NEGRO",CLUSTER_4,2025-09-10,273,19.8,2025-10-10
30006169,LIMPIADOR DE CONTACTOS,CLUSTER_4,2025-12-02,190,19.8,2025-12-22
30010147,FILTRO DE DIESEL,CLUSTER_4,2025-10-01,252,19.8,2025-10-31
30010159,ABRASADERA,CLUSTER_4,2025-10-01,252,19.8,2025-10-31
30010159,ACEITE HIDRAULICO,CLUSTER_4,2025-10-01,252,19.8,2025-10-31
30012223,ACUMULADOR 12V 860AMP 4DLT 8C-3622,CLUSTER_18,2025-10-07,246,19.8,2025-11-06
30012224,BARBIQUEJO PCASCO C BARB003/MSA10124238,CLUSTER_18,2025-10-08,245,19.8,2025-11-07
30012224,FILTRO AIRE WG9X25190061/2,CLUSTER_18,2025-10-06,247,19.8,2025-11-05
30012225,FILTRO ACEITE 200V05504-0122,CLUSTER_18,2025-09-30,253,19.8,2025-10-30
30012225,FILTRO AIRE 711W61900-0051/5.,CLUSTER_18,2025-09-30,253,19.8,2025-10-30
30012225,FILTRO AIRE WG9X25190061/1,CLUSTER_18,2025-09-30,253,19.8,2025-10-30
30012225,FILTRO COMBUSTIBLE WG9925550212,CLUSTER_18,2025-09-30,253,19.8,2025-10-30
30012225,INTERRUPTOR SELECTOR MOMENTANEO 2608500,CLUSTER_18,2025-09-23,260,19.8,2025-10-23
30012226,LIMPIADOR PARABRISAS 22PUL,CLUSTER_18,2025-10-13,240,19.8,2025-11-12
30012227,FILTRO ACEITE 200V05504-0122,CLUSTER_18,2025-10-04,249,19.8,2025-11-03
30012243,CRUCETA MIXTA 660-127510,CLUSTER_18,2025-09-26,257,19.8,2025-10-26
30012243,FILTRO AIRE WG9X25190061/2,CLUSTER_18,2025-10-06,247,19.8,2025-11-05
30012244,FILTRO AIRE WG9X25190061/2,CLUSTER_18,2025-10-06,247,19.8,2025-11-05
30012244,FILTRO COMBUSTIBLE 201V12503-0062,CLUSTER_18,2025-10-06,247,19.8,2025-11-05
30012245,VALVULA 1/4PUL 3VIAS 260.82404,CLUSTER_18,2025-10-03,250,19.8,2025-11-02
30012245,VALVULA REGULADOR P/AIRE 6B214 4ZM08 21B,CLUSTER_18,2025-09-26,257,19.8,2025-10-26
30012246,LIMPIADOR PARABRISAS 22PUL,CLUSTER_18,2025-10-13,240,19.8,2025-11-12
30012248,ACUMULADOR 12V 860AMP 4DLT 8C-3622,CLUSTER_18,2025-09-22,261,19.8,2025-10-22
30012248,FILTRO AIRE WG9X25190061/2,CLUSTER_18,2025-10-03,250,19.8,2025-11-02
30012250,CRUCETA MIXTA 660-127510,CLUSTER_18,2025-10-10,243,19.8,2025-11-09
30012250,CRUZETA 5-153X,CLUSTER_18,2025-10-10,243,19.8,2025-11-09
30012250,CRUZETA 660-00760,CLUSTER_18,2025-10-10,243,19.8,2025-11-09
30012251,LLANTA 385/65 R22.5 AM15,CLUSTER_18,2025-09-27,256,19.8,2025-10-27
30012329,ACUMULADOR 12V 860AMP 4DLT 8C-3622,CLUSTER_18,2025-10-11,242,19.8,2025-11-10
30012329,LLANTA 385/65 R22.5 AM15,CLUSTER_18,2025-10-02,251,19.8,2025-11-01
30012330,LLANTA 385/65 R22.5 AM15,CLUSTER_18,2025-10-10,243,19.8,2025-11-09
30012331,FILTRO AIRE 711W61900-0051/5.,CLUSTER_18,2025-10-03,250,19.8,2025-11-02
30012331,FILTRO AIRE WG9X25190061/1,CLUSTER_18,2025-10-03,250,19.8,2025-11-02
30012331,FILTRO AIRE WG9X25190061/2,CLUSTER_18,2025-10-03,250,19.8,2025-11-02
30013409,BARBIQUEJO PCASCO C BARB003/MSA10124238,CLUSTER_18,2025-10-08,245,19.8,2025-11-07
30013413,BARBIQUEJO PCASCO C BARB003/MSA10124238,CLUSTER_18,2025-10-08,245,19.8,2025-11-07
30010159,FILTRO DE ACEITE,CLUSTER_4,2025-09-27,256,19.7,2025-10-27
30012225,FILTRO COMBUSTIBLE 201V12503-0062,CLUSTER_18,2025-09-17,266,19.7,2025-10-17
30012225,FILTRO UREA 202V27120-0066,CLUSTER_18,2025-09-17,266,19.7,2025-10-17
30012248,LLANTA 315/80R22.5ADC53 MIXTO TRACCION,CLUSTER_18,2025-09-15,268,19.7,2025-10-15
30012226,CRUCETA MIXTA 660-127510,CLUSTER_18,2025-09-08,275,19.6,2025-10-08
30012226,CRUZETA 660-00760,CLUSTER_18,2025-09-08,275,19.6,2025-10-08
30012226,MARRO 3 LBS C/MANGO FIBRA DE VIDRIO,CLUSTER_18,2025-09-08,275,19.6,2025-10-08
30012246,MANGUERA P/SOPLETEAR SISTEMA NEUMATICO,CLUSTER_18,2025-09-08,275,19.6,2025-10-08
30012246,PUNTA P/AIRE SARGENTO,CLUSTER_18,2025-09-08,275,19.6,2025-10-08
30013409,FILTRO AIRE WG9X25190061/2,CLUSTER_18,2025-09-08,275,19.6,2025-10-08
30006301,FUSIBLE CLAVIJA 20 A. = AT020,CLUSTER_4,2026-01-29,132,19.5,2026-02-18
30006598,ACEITE PARA MOTOR,CLUSTER_4,2026-01-29,132,19.5,2026-02-18
30009432,CINTA AISLANTE TEMPLEX 20401215 165 NEGR,CLUSTER_4,2026-01-29,132,19.5,2026-02-18
30009432,CINTILLO 50 LBS 8 NEGRO,CLUSTER_4,2026-01-29,132,19.5,2026-02-18
30012193,ABRAZADERA CREMAYERA,CLUSTER_4,2026-01-29,132,19.5,2026-02-18
30012193,ABRAZADERA TORQUE CONSTANTE CT300L 2 1/2,CLUSTER_4,2026-01-29,132,19.5,2026-02-18
30012193,MANGUERA SILICÓN P/ RAD 2-1/2 ROJA Y AZU,CLUSTER_4,2026-01-29,132,19.5,2026-02-18
30012193,THERMOSTAT,CLUSTER_4,2026-01-29,132,19.5,2026-02-18
30012224,CUBIERTA LODERA LISA BLANCA,CLUSTER_18,2025-08-20,294,19.5,2025-09-19
30012251,LAMPARA D/REVERSA,CLUSTER_18,2025-08-26,288,19.5,2025-09-25
30012330,JUEGO D/SELLOS P/BOMBA 990090SK,CLUSTER_18,2025-08-26,288,19.5,2025-09-25
30012330,KIT SELLO 990709,CLUSTER_18,2025-08-26,288,19.5,2025-09-25
30012331,JUEGO D/SELLOS P/BOMBA 990090SK,CLUSTER_18,2025-08-26,288,19.5,2025-09-25
30012331,KIT SELLO 990709,CLUSTER_18,2025-08-26,288,19.5,2025-09-25
30007039,BALERO PILOTO,CLUSTER_4,2025-09-20,263,19.4,2025-10-20
30010147,GOBERNADOR DE AIRE,CLUSTER_4,2025-09-21,262,19.4,2025-10-21
30010147,ROTOCHAMBER,CLUSTER_4,2025-09-21,262,19.4,2025-10-21
30010152,SERVICIO DE MANTENIMENTO PREVENTIVO A CA,CLUSTER_4,2025-12-13,179,19.4,2025-12-28
30010155,SERVICIO DE MANTENIMENTO PREVENTIVO A CA,CLUSTER_4,2025-12-13,179,19.4,2025-12-28
30012331,ACUMULADOR 12V 860AMP 4DLT 8C-3622,CLUSTER_18,2025-08-19,295,19.4,2025-09-18
30012331,CRUCETA MIXTA 660-127510,CLUSTER_18,2025-08-16,298,19.4,2025-09-15
30012331,FILTRO ZFGLF680,CLUSTER_18,2025-08-19,295,19.4,2025-09-18
30012331,VALVULA BOLA 1 1/4PUL CIERRE RAPIDO,CLUSTER_18,2025-08-19,295,19.4,2025-09-18
30006617,REMPLAZO DE BALATAS,CLUSTER_4,2025-11-21,201,19.3,2025-12-11
30006617,RONDANA PLANA 1 1/4,CLUSTER_4,2025-11-21,201,19.3,2025-12-11
30006617,TUERCA HEXAGONAL 1/2 ROSCA FINA,CLUSTER_4,2025-11-21,201,19.3,2025-12-11
30004334,FERRUL P/MANG. 1 Y 2 REFUERZOS TRENZADOS,CLUSTER_4,2025-11-11,211,19.2,2025-12-01
30004443,ACEITE HIDRAULICO,CLUSTER_4,2026-01-25,136,19.2,2026-02-14
30009625,2DO METRO ADICIONAL,CLUSTER_4,2025-09-10,273,19.2,2025-10-10
30010157,2DO METRO ADICIONAL,CLUSTER_4,2025-09-10,273,19.2,2025-10-10
30010147,MANGUERA DE AIRE,CLUSTER_4,2025-09-04,279,19.1,2025-10-04
30010159,ENGRASADO,CLUSTER_4,2025-09-04,279,19.1,2025-10-04
30004363,PLAFONES 6 PULGADAS,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30004365,ACEITE HIDRAULICO,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30004365,FILTRO DE ACEITE,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30004365,FILTRO DE AIRE MOTOR,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30004365,FILTRO DE AIRE PRIMARIO,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30004365,FILTRO DE DIESEL,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30004368,PLAFONES 4 PULGADAS,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30004368,PLAFONES 6 PULGADAS,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30005757,ACEITE HIDRAULICO,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30005757,ACEITE PARA DIESEL,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30005757,LIMPIA PARABRISAS,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30005757,PLAFONES 4 PULGADAS,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30005757,PLAFONES 6 PULGADAS,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30005759,LIMPIA PARABRISAS,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30005761,CABLE AUTOMOTRIZ METRO,CLUSTER_4,2026-01-20,141,19.0,2026-02-09
30005761,CINTA AISLANTE TEMPLEX 20401215 165 NEGR,CLUSTER_4,2026-01-20,141,19.0,2026-02-09
30005761,FARO DE TRABAJO,CLUSTER_4,2026-01-20,141,19.0,2026-02-09
30006164,ACEITE PARA DIESEL,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30006598,ACEITE PARA DIESEL,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30006598,LIMPIA PARABRISAS,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30006598,PLAFONES 4 PULGADAS,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30006598,PLAFONES 6 PULGADAS,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30006612,PLAFONES 4 PULGADAS,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30006612,PLAFONES 6 PULGADAS,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30007037,CAMBIO DE LLANTA,CLUSTER_4,2025-12-12,180,19.0,2025-12-27
30007037,DESPONCHE,CLUSTER_4,2025-12-12,180,19.0,2025-12-27
30007037,PIVOTE,CLUSTER_4,2025-12-12,180,19.0,2025-12-27
30007037,SERVICIO DE GRUA,CLUSTER_4,2025-12-12,180,19.0,2025-12-27
30007038,CAMBIO DE LLANTA,CLUSTER_4,2025-12-12,180,19.0,2025-12-27
30007038,DESPONCHE,CLUSTER_4,2025-12-12,180,19.0,2025-12-27
30007038,PIVOTE,CLUSTER_4,2025-12-12,180,19.0,2025-12-27
30007038,SERVICIO DE GRUA,CLUSTER_4,2025-12-12,180,19.0,2025-12-27
30007046,ANTICONGELANTE,CLUSTER_4,2026-01-21,140,19.0,2026-02-10
30009419,CAMBIO DE LLANTA,CLUSTER_4,2025-12-12,180,19.0,2025-12-27
30009419,DESPONCHE,CLUSTER_4,2025-12-12,180,19.0,2025-12-27
30009419,PIVOTE,CLUSTER_4,2025-12-12,180,19.0,2025-12-27
30009419,SERVICIO DE GRUA,CLUSTER_4,2025-12-12,180,19.0,2025-12-27
30010158,CAMBIO DE LLANTA,CLUSTER_4,2025-12-12,180,19.0,2025-12-27
30010158,DESPONCHE,CLUSTER_4,2025-12-12,180,19.0,2025-12-27
30010158,PIVOTE,CLUSTER_4,2025-12-12,180,19.0,2025-12-27
30010158,SERVICIO DE GRUA,CLUSTER_4,2025-12-12,180,19.0,2025-12-27
30010160,SERVICIO DE MANTENIMENTO PREVENTIVO A CA,CLUSTER_4,2025-12-11,181,19.0,2025-12-26
30011788,ACUMULADOR RECARGABLE 15PLACA C/TORNILLO,CLUSTER_18,2025-12-03,189,19.0,2026-01-07
30012486,LLANTA 385/65 R22.5 AM15,CLUSTER_18,2025-12-03,189,19.0,2026-01-07
30012512,MANGUERA ENVUELTA 1PUL 35W,CLUSTER_18,2025-12-04,188,19.0,2026-01-08
30013412,FILTRO ACEITE 200V05504-0122,CLUSTER_18,2025-08-14,300,19.0,2025-09-13
30013412,FILTRO AIRE 711W61900-0051/5.,CLUSTER_18,2025-08-14,300,19.0,2025-09-13
30005759,CAMBIO DE LLANTA,CLUSTER_4,2026-01-15,146,18.9,2026-02-04
30006608,"CINTILLO 120 LBS 15.25"" NEGRO",CLUSTER_4,2026-01-12,149,18.9,2026-02-01
30012225,ADHESIVO EPOXICO 495-03 SUPER BONDER,CLUSTER_18,2025-08-06,308,18.9,2025-09-05
30012225,KEY RESTAURADADOR DE VINIL 1,CLUSTER_18,2025-08-06,308,18.9,2025-09-05
30004414,ACEITE HIDRAULICO,CLUSTER_4,2025-07-31,314,18.8,2025-08-30
30011791,INTERRUPTOR SELECTOR MOMENTANEO 2608500,CLUSTER_18,2025-12-02,190,18.8,2026-01-06
30011791,VALVULA BOLA 1PUL CIERRE RAPIDO,CLUSTER_18,2025-12-02,190,18.8,2026-01-06
30011791,VALVULA SEGURIDAD 90PSI 9889K,CLUSTER_18,2025-12-02,190,18.8,2026-01-06
30012606,LLANTA 315/80R22.5ADC53 MIXTO TRACCION,CLUSTER_18,2025-11-05,217,18.8,2025-12-05
30012513,LLANTA 385/65 R22.5 AM15,CLUSTER_18,2025-11-24,198,18.7,2025-12-29
30012513,VALVULA BOLA 1/2PUL CIERRE RAPIDO,CLUSTER_18,2025-11-24,198,18.7,2025-12-29
30009419,SERVICIO DE MANTENIMENTO PREVENTIVO A CA,CLUSTER_4,2025-12-04,188,18.6,2025-12-19
30009420,SERVICIO DE MANTENIMENTO PREVENTIVO A CA,CLUSTER_4,2025-12-04,188,18.6,2025-12-19
30009626,SERVICIO DE MANTENIMENTO PREVENTIVO A CA,CLUSTER_4,2025-12-04,188,18.6,2025-12-19
30010150,FERRUL P/MANG. 1 Y 2 REFUERZOS TRENZADOS,CLUSTER_4,2025-12-04,188,18.6,2025-12-19
30010158,SERVICIO DE MANTENIMENTO PREVENTIVO A CA,CLUSTER_4,2025-12-04,188,18.6,2025-12-19
30007040,SERVICIO DE MANTENIMENTO PREVENTIVO A CA,CLUSTER_4,2025-08-19,295,18.5,2025-09-18
30009627,Cambio de llanta,CLUSTER_4,2025-08-22,292,18.5,2025-09-21
30009627,Desponche,CLUSTER_4,2025-08-22,292,18.5,2025-09-21
30004368,ACEITE HIDRAULICO,CLUSTER_4,2025-12-30,162,18.4,2026-01-19
30004368,ANTICONGELANTE,CLUSTER_4,2025-12-30,162,18.4,2026-01-19
30004418,PLAFONES 6 PULGADAS,CLUSTER_4,2025-12-30,162,18.4,2026-01-19
30004443,ANTICONGELANTE,CLUSTER_4,2025-12-30,162,18.4,2026-01-19
30005763,PLAFONES 6 PULGADAS,CLUSTER_4,2025-12-30,162,18.4,2026-01-19
30010145,SERVICIO DE MANTENIMENTO PREVENTIVO A CA,CLUSTER_4,2025-08-13,301,18.3,2025-09-12
30010159,CONECTORES DE AIRE,CLUSTER_4,2025-08-13,301,18.3,2025-09-12
30012223,ACUMULADOR RECARGABLE 15PLACA C/TORNILLO,CLUSTER_18,2025-07-24,321,18.3,2025-08-23
30012224,LLANTA 315/80R22.5ADC53 MIXTO TRACCION,CLUSTER_18,2025-08-04,310,18.3,2025-09-03
30012226,ACUMULADOR 12V 860AMP 4DLT 8C-3622,CLUSTER_18,2025-07-31,314,18.3,2025-08-30
30012245,DISCO D/CORTE METAL 4 1/2X1/8 7/8PUL,CLUSTER_18,2025-08-04,310,18.3,2025-09-03
30012245,LIMPIADOR ELECTRICO SILIJET E-7 PLUS,CLUSTER_18,2025-08-04,310,18.3,2025-09-03
30012250,LLANTA 385/65 R22.5 AM15,CLUSTER_18,2025-08-04,310,18.3,2025-09-03
30012330,PINTURA AEROSOL AZUL BLUECOUNTRY,CLUSTER_18,2025-08-04,310,18.3,2025-09-03
30012834,LLANTA 315/80R22.5ADC53 MIXTO TRACCION,CLUSTER_18,2025-07-15,330,18.3,2025-08-14
30012857,LLANTA 315/80R22.5ADC53 MIXTO TRACCION,CLUSTER_18,2025-07-21,324,18.3,2025-08-20
30012859,LAMPARA D/REVERSA,CLUSTER_18,2025-07-30,315,18.3,2025-08-29
30012859,LLANTA 315/80R22.5ADC53 MIXTO TRACCION,CLUSTER_18,2025-07-24,321,18.3,2025-08-23
30004367,GANCHO P/CANALON 020.82650,CLUSTER_18,2026-02-18,112,18.2,2026-03-10
30004367,INTERRUPTOR SELECTOR 2 PASOS,CLUSTER_18,2026-02-17,113,18.2,2026-03-09
30004367,LIGA P/CANALON 020.82654,CLUSTER_18,2026-02-18,112,18.2,2026-03-10
30004367,PLAFON P/LUZ REDONDO 4PUL ROJO 2250-1RA,CLUSTER_18,2026-02-17,113,18.2,2026-03-09
30004367,VALVULA BOLA 1/2PUL CIERRE RAPIDO,CLUSTER_18,2026-02-19,111,18.2,2026-03-11
30004367,VALVULA BOLA 1PUL CIERRE RAPIDO,CLUSTER_18,2026-02-18,112,18.2,2026-03-10
30004367,VALVULA BOLA 3/4PUL CIERRE RAPIDO,CLUSTER_18,2026-02-19,111,18.2,2026-03-11
30005345,CRUCETA MIXTA 660-127510,CLUSTER_18,2026-02-16,114,18.2,2026-03-08
30005345,CRUZETA 5-153X,CLUSTER_18,2026-02-16,114,18.2,2026-03-08
30005345,CRUZETA 660-00760,CLUSTER_18,2026-02-16,114,18.2,2026-03-08
30005347,COMPUERTA COMPLETA P/TANQUE 400-150830,CLUSTER_18,2026-02-17,113,18.2,2026-03-09
30006602,PLAFON P/LUZ REDONDO 4PUL ROJO 2250-1RA,CLUSTER_18,2026-02-18,112,18.2,2026-03-10
30010154,ANTICONGELANTE	,CLUSTER_4,2025-08-06,308,18.2,2025-09-05
30010154,BALERO PILOTO	,CLUSTER_4,2025-08-06,308,18.2,2025-09-05
30010154,MANGUERA DE AGUA	,CLUSTER_4,2025-08-06,308,18.2,2025-09-05
30004325,Limpieza de olla 1mt3.(despedrado),CLUSTER_4,2025-10-22,231,18.1,2025-11-11
30004428,SERVICIO RESCATE GRUA  AUTOMOTRIZ / ARRA,CLUSTER_4,2025-10-20,233,18.1,2025-11-09
30010151,LLANTA CARGO POWER CGC 108 11R24.5,CLUSTER_18,2026-02-17,113,18.1,2026-03-09
30010156,LLANTA 11R24.5  GA336 MIXTO 16C,CLUSTER_18,2026-02-17,113,18.1,2026-03-09
30004390,ACEITE HIDRAULICO,CLUSTER_4,2025-07-09,336,18.0,2025-08-08
30004390,ACEITE PARA DIESEL,CLUSTER_4,2025-07-09,336,18.0,2025-08-08
30004390,FILTRO DE AIRE PRIMARIO,CLUSTER_4,2025-06-23,352,18.0,2025-07-23
30004390,FILTRO DE DIESEL,CLUSTER_4,2025-06-23,352,18.0,2025-07-23
30004390,FILTRO SEPARADOR,CLUSTER_4,2025-06-23,352,18.0,2025-07-23
30004390,MANGUERA DE AGUA,CLUSTER_4,2025-07-09,336,18.0,2025-08-08
30004414,LIMPIA PARABRISAS,CLUSTER_4,2025-06-23,352,18.0,2025-07-23
30004414,MANGUERA DE ACEITE,CLUSTER_4,2025-06-25,350,18.0,2025-07-25
30004430,TORNILLERIA,CLUSTER_4,2025-06-23,352,18.0,2025-07-23
30004441,MANGUERA,CLUSTER_4,2025-06-25,350,18.0,2025-07-25
30012605,INTERRUPTOR SELECTOR MOMENTANEO 2608500,CLUSTER_18,2025-10-20,233,18.0,2025-11-19
30012605,LAMPARA D/REVERSA,CLUSTER_18,2025-10-20,233,18.0,2025-11-19
30012605,PINTURA AEROSOL GRIS,CLUSTER_18,2025-10-20,233,18.0,2025-11-19
30004366,SERVICIO MANTTO EQUIPO MOVIL KENWORTH JU,CLUSTER_4,2025-12-26,166,17.9,2026-01-15
30004385,ABRASADERA,CLUSTER_4,2025-06-20,355,17.9,2025-07-20
30004399,PLAFONES 6 PULGADAS,CLUSTER_4,2025-06-14,361,17.9,2025-07-14
30004399,TORNILLO DE CENTRO,CLUSTER_4,2025-06-14,361,17.9,2025-07-14
30004415,ANTICONGELANTE,CLUSTER_4,2025-06-14,361,17.9,2025-07-14
30006609,LLANTA 11R24.5  GA336 MIXTO 16C,CLUSTER_18,2026-02-12,118,17.9,2026-03-04
30006610,PLAFON P/LUZ REDONDO 4PUL ROJO 2250-1RA,CLUSTER_18,2026-02-11,119,17.9,2026-03-03
30006610,TANQUE P/AGUA 125GL 700003,CLUSTER_18,2026-02-11,119,17.9,2026-03-03
30006610,VALVULA 1/4PUL 3VIAS 260.82404,CLUSTER_18,2026-02-11,119,17.9,2026-03-03
30006610,VALVULA BOLA 1/2PUL CIERRE RAPIDO,CLUSTER_18,2026-02-11,119,17.9,2026-03-03
30006610,VALVULA BOLA 1PUL CIERRE RAPIDO,CLUSTER_18,2026-02-11,119,17.9,2026-03-03
30006610,VALVULA REGULADOR P/AIRE 6B214 4ZM08 21B,CLUSTER_18,2026-02-11,119,17.9,2026-03-03
30006610,VALVULA SEGURIDAD 90PSI 9889K,CLUSTER_18,2026-02-11,119,17.9,2026-03-03
30006613,RETEN P/MOLOTE 100-215301,CLUSTER_18,2026-02-13,117,17.9,2026-03-05
